"","year","depth","season","species"
"1705",1998,1144,"Fall","Spinytail Skate"
"1706",1998,1142,"Fall","Spinytail Skate"
"1707",1998,1033,"Fall","Spinytail Skate"
"1708",1998,1148,"Fall","Spinytail Skate"
"1709",1998,867,"Fall","Spinytail Skate"
"1710",1998,1334,"Fall","Spinytail Skate"
"1711",1998,1436,"Fall","Spinytail Skate"
"1712",1999,885,"Fall","Spinytail Skate"
"1714",1999,962,"Fall","Spinytail Skate"
"1715",1999,1322,"Fall","Spinytail Skate"
"1716",1999,1159,"Fall","Spinytail Skate"
"1717",1999,610,"Fall","Spinytail Skate"
"1718",1999,965,"Fall","Spinytail Skate"
"1719",2011,908,"Fall","Spinytail Skate"
"1720",2011,578,"Fall","Spinytail Skate"
"1721",2011,1026,"Fall","Spinytail Skate"
"1722",2011,588,"Fall","Spinytail Skate"
"1723",2011,1438,"Fall","Spinytail Skate"
"1725",2011,1109,"Fall","Spinytail Skate"
"1726",2011,558,"Fall","Spinytail Skate"
"1727",2011,620,"Fall","Spinytail Skate"
"1728",2011,1394,"Fall","Spinytail Skate"
"1729",2011,1078,"Fall","Spinytail Skate"
"1730",2011,1058,"Fall","Spinytail Skate"
"1731",2011,923,"Fall","Spinytail Skate"
"1732",2011,985,"Fall","Spinytail Skate"
"1733",2011,1067,"Fall","Spinytail Skate"
"1734",2011,1402,"Fall","Spinytail Skate"
"1735",2011,720,"Fall","Spinytail Skate"
"1738",2012,677,"Fall","Spinytail Skate"
"1739",2012,805,"Fall","Spinytail Skate"
"1740",2013,579,"Fall","Spinytail Skate"
"1741",2013,810,"Fall","Spinytail Skate"
"1742",2013,1378,"Fall","Spinytail Skate"
"1743",2013,1093,"Fall","Spinytail Skate"
"1745",2013,913,"Fall","Spinytail Skate"
"1746",2013,1075,"Fall","Spinytail Skate"
"1747",2013,874,"Fall","Spinytail Skate"
"1748",2013,1282,"Fall","Spinytail Skate"
"1749",2013,759,"Fall","Spinytail Skate"
"1750",2013,825,"Fall","Spinytail Skate"
"1751",2013,733,"Fall","Spinytail Skate"
"1752",2013,1321,"Fall","Spinytail Skate"
"1754",2013,1084,"Fall","Spinytail Skate"
"1755",2014,387,"Spring","Spinytail Skate"
"1756",2014,456,"Spring","Spinytail Skate"
"1757",2014,412,"Spring","Spinytail Skate"
"1759",2014,617,"Fall","Spinytail Skate"
"1760",2014,917,"Fall","Spinytail Skate"
"1762",2014,1304,"Fall","Spinytail Skate"
"1763",2014,620,"Fall","Spinytail Skate"
"1764",2014,1469,"Fall","Spinytail Skate"
"1765",2014,1162,"Fall","Spinytail Skate"
"1767",2014,1077,"Fall","Spinytail Skate"
"1768",2014,662,"Spring","Spinytail Skate"
"1769",2014,619,"Spring","Spinytail Skate"
"1770",2014,616,"Spring","Spinytail Skate"
"1773",2014,635,"Fall","Spinytail Skate"
"1774",2014,678,"Fall","Spinytail Skate"
"1775",2014,514,"Fall","Spinytail Skate"
"1776",2000,1401,"Fall","Spinytail Skate"
"1777",2000,1022,"Fall","Spinytail Skate"
"1778",2000,882,"Fall","Spinytail Skate"
"1779",2000,1038,"Fall","Spinytail Skate"
"1780",2000,1287,"Fall","Spinytail Skate"
"1781",2000,1086,"Fall","Spinytail Skate"
"1783",2000,1264,"Fall","Spinytail Skate"
"1784",2000,1178,"Fall","Spinytail Skate"
"1785",2000,1277,"Fall","Spinytail Skate"
"1786",2000,1301,"Fall","Spinytail Skate"
"1787",2001,1202,"Fall","Spinytail Skate"
"1788",2001,956,"Fall","Spinytail Skate"
"1789",2001,1124,"Fall","Spinytail Skate"
"1790",2001,1184,"Fall","Spinytail Skate"
"1791",2001,782,"Fall","Spinytail Skate"
"1792",2001,763,"Fall","Spinytail Skate"
"1793",2001,1353,"Fall","Spinytail Skate"
"1794",2001,1216,"Fall","Spinytail Skate"
"1795",2001,1134,"Fall","Spinytail Skate"
"1796",2001,1044,"Fall","Spinytail Skate"
"1797",2001,1335,"Fall","Spinytail Skate"
"1798",2001,938,"Fall","Spinytail Skate"
"1799",2001,1389,"Fall","Spinytail Skate"
"1800",2001,1156,"Fall","Spinytail Skate"
"1801",2001,570,"Fall","Spinytail Skate"
"1802",2001,1109,"Fall","Spinytail Skate"
"1803",2001,1148,"Fall","Spinytail Skate"
"1804",2001,1414,"Fall","Spinytail Skate"
"1805",2001,823,"Fall","Spinytail Skate"
"1806",2001,1479,"Fall","Spinytail Skate"
"1807",2001,1109,"Fall","Spinytail Skate"
"1808",2001,1427,"Fall","Spinytail Skate"
"1809",2001,1365,"Fall","Spinytail Skate"
"1810",2001,1203,"Fall","Spinytail Skate"
"1811",2001,987,"Fall","Spinytail Skate"
"1812",2001,1466,"Fall","Spinytail Skate"
"1813",2001,1408,"Fall","Spinytail Skate"
"1814",2002,1358,"Fall","Spinytail Skate"
"1815",2002,1159,"Fall","Spinytail Skate"
"1816",2002,1136,"Fall","Spinytail Skate"
"1817",2002,854,"Fall","Spinytail Skate"
"1818",2004,831,"Fall","Spinytail Skate"
"1819",2004,921,"Fall","Spinytail Skate"
"1820",2004,1030,"Fall","Spinytail Skate"
"1821",2004,1033,"Fall","Spinytail Skate"
"1822",2004,1288,"Fall","Spinytail Skate"
"1823",2004,1177,"Fall","Spinytail Skate"
"1824",2004,1331,"Fall","Spinytail Skate"
"1825",2004,1065,"Fall","Spinytail Skate"
"1826",2004,1146,"Fall","Spinytail Skate"
"1827",2004,860,"Fall","Spinytail Skate"
"1828",2004,989,"Fall","Spinytail Skate"
"1829",2004,1153,"Fall","Spinytail Skate"
"1830",2004,797,"Fall","Spinytail Skate"
"1831",2004,1185,"Fall","Spinytail Skate"
"1832",2004,548,"Fall","Spinytail Skate"
"1833",2004,1351,"Fall","Spinytail Skate"
"1835",2004,1211,"Fall","Spinytail Skate"
"1836",2004,1065,"Fall","Spinytail Skate"
"1837",2004,1325,"Fall","Spinytail Skate"
"1838",2004,1365,"Fall","Spinytail Skate"
"1839",2004,1308,"Fall","Spinytail Skate"
"1840",2004,1132,"Fall","Spinytail Skate"
"1841",2004,1042,"Fall","Spinytail Skate"
"1842",2004,1412,"Fall","Spinytail Skate"
"1843",2004,973,"Fall","Spinytail Skate"
"1845",2005,1000,"Fall","Spinytail Skate"
"1846",2005,787,"Fall","Spinytail Skate"
"1848",2005,1427,"Fall","Spinytail Skate"
"1849",2006,1083,"Fall","Spinytail Skate"
"1850",2006,942,"Fall","Spinytail Skate"
"1851",2006,1052,"Fall","Spinytail Skate"
"1852",2006,820,"Fall","Spinytail Skate"
"1853",2006,640,"Fall","Spinytail Skate"
"1854",2006,1226,"Fall","Spinytail Skate"
"1855",2006,680,"Fall","Spinytail Skate"
"1856",2006,720,"Fall","Spinytail Skate"
"1857",2006,934,"Fall","Spinytail Skate"
"1858",2006,1041,"Fall","Spinytail Skate"
"1859",2006,1303,"Fall","Spinytail Skate"
"1860",2006,1384,"Fall","Spinytail Skate"
"1861",2006,1155,"Fall","Spinytail Skate"
"1862",2006,933,"Fall","Spinytail Skate"
"1863",2006,1332,"Fall","Spinytail Skate"
"1864",2006,1162,"Fall","Spinytail Skate"
"1865",2006,864,"Fall","Spinytail Skate"
"1866",2006,1123,"Fall","Spinytail Skate"
"1867",2006,1073,"Fall","Spinytail Skate"
"1868",2006,1134,"Fall","Spinytail Skate"
"1869",2007,1327,"Fall","Spinytail Skate"
"1870",2007,510,"Fall","Spinytail Skate"
"1873",2007,559,"Fall","Spinytail Skate"
"1874",2007,1100,"Fall","Spinytail Skate"
"1875",2007,1358,"Fall","Spinytail Skate"
"1876",2007,721,"Fall","Spinytail Skate"
"1877",2007,1174,"Fall","Spinytail Skate"
"1878",2007,1227,"Fall","Spinytail Skate"
"1879",2007,842,"Fall","Spinytail Skate"
"1880",2008,1338,"Fall","Spinytail Skate"
"1881",2008,1074,"Fall","Spinytail Skate"
"1882",2008,1274,"Fall","Spinytail Skate"
"1883",2008,1198,"Fall","Spinytail Skate"
"1885",2008,635,"Spring","Spinytail Skate"
"1886",2009,1313,"Fall","Spinytail Skate"
"1887",2009,854,"Fall","Spinytail Skate"
"1888",2009,601,"Fall","Spinytail Skate"
"1889",2009,1140,"Fall","Spinytail Skate"
"1890",2009,556,"Fall","Spinytail Skate"
"1891",2009,834,"Fall","Spinytail Skate"
"1892",2009,1108,"Fall","Spinytail Skate"
"1893",2009,1412,"Fall","Spinytail Skate"
"1894",2009,825,"Fall","Spinytail Skate"
"1895",2009,1093,"Fall","Spinytail Skate"
"1897",2010,913,"Fall","Spinytail Skate"
"1898",2010,1222,"Fall","Spinytail Skate"
"1900",2010,578,"Fall","Spinytail Skate"
"1901",2010,609,"Fall","Spinytail Skate"
"1904",2010,1147,"Fall","Spinytail Skate"
"1905",2010,628,"Fall","Spinytail Skate"
"1907",2010,565,"Fall","Spinytail Skate"
"1908",2010,615,"Fall","Spinytail Skate"
"1909",2002,447,"Fall","Greenland Shark"
"1910",2006,610,"Fall","Greenland Shark"
"1911",2007,458,"Spring","Greenland Shark"
"1912",2007,389,"Fall","Greenland Shark"
"1913",2014,593,"Spring","Greenland Shark"
"1914",1997,349,"Fall","Greenland Shark"
"1915",1999,468,"Fall","Greenland Shark"
"1916",1999,442,"Fall","Greenland Shark"
"1917",1999,565,"Fall","Greenland Shark"
"1918",2012,1003,"Fall","Greenland Shark"
"1919",2012,430,"Fall","Greenland Shark"
"1920",2014,544,"Fall","Greenland Shark"
"1921",2001,987,"Fall","Greenland Shark"
"1922",2002,887,"Fall","Greenland Shark"
